"","Status","student_id","Last_names","First_names","Grade_lv","Academy","PAT","IEP","ELL","ETH","INT","student_email","contact","A","B","C","D","total","F","Attend","credits","teacher_period1","class_period1","grade_period1","percent_period1","teacher_period2","class_period2","grade_period2","percent_period2","teacher_period3","class_period3","grade_period3","percent_period3","teacher_period4","class_period4","grade_period4","percent_period4","teacher_period5","class_period5","grade_period5","percent_period5","teacher_period6","class_period6","grade_period6","percent_period6","teacher_period7","class_period7","grade_period7","percent_period7","teacher_period8","class_period8","grade_period8","percent_period8"
"0","In-Person",985,"_985","Student",9,"academy_2","teacher_51",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"95.3%",3,"teacher_59","Pre-Calc","B",85,"teacher_77","English 1","D",60,"teacher_25","Physics","B",88,"teacher_68","Algebra 1","B",80,"teacher_87","Calculus","C",79,"teacher_62","Speech","C",78,"teacher_63","Sports","C",75,"teacher_55","Environmental Science","C",75
"0","In-Person",986,"_986","Student",10,"academy_1","teacher_74",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"98.8%",15,"teacher_41","PE","B",84,"teacher_12","acting","A",91,"teacher_18","Painting","D",67,"teacher_48","Algebra 2","A",94,"teacher_32","Geography","B",85,"teacher_28","Weight lifting","C",77,"teacher_64","Geology","A",90,"teacher_59","Pre-Calc","A",92
"0","In-Person",987,"_987","Student",12,"academy_4","teacher_79",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"90.8%",22,"teacher_84","Economics","B",86,"teacher_63","Sports","C",75,"teacher_25","Physics","A",99,"teacher_87","Calculus","F",59,"teacher_47","Geometry","B",83,"teacher_77","English 1","B",89,"teacher_51","Auto Shop","A",93,"teacher_40","Biology","F",43
"0","In-Person",988,"_988","Student",12,"academy_1","teacher_61",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"93.1%",13,"teacher_18","Painting","A",90,"teacher_22","English 2","B",84,"teacher_28","Weight lifting","B",88,"teacher_68","Algebra 1","D",63,"teacher_79","Engineering","A",98,"teacher_39","Culinary Arts","C",77,"teacher_36","English 4","D",69,"teacher_51","Auto Shop","F",40
"0","In-Person",989,"_989","Student",12,"academy_6","teacher_70",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"99.5%",8,"teacher_40","Biology","D",62,"teacher_63","Sports","C",72,"teacher_39","Culinary Arts","B",88,"teacher_30","Chemistry","B",84,"teacher_18","Painting","B",83,"teacher_24","Trigonometry","A",99,"teacher_24","World History","A",98,"teacher_48","Algebra 2","B",89
"0","In-Person",990,"_990","Student",11,"academy_1","teacher_73",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"81.3%",14,"teacher_18","Painting","A",95,"teacher_77","English 1","B",87,"teacher_64","Geology","D",68,"teacher_30","Chemistry","B",84,"teacher_28","Weight lifting","A",92,"teacher_41","PE","F",49,"teacher_38","Forensics","C",71,"teacher_45","Sculpting","C",78
"0","In-Person",991,"_991","Student",11,"academy_2","teacher_64",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"83.6%",8,"teacher_1","Statistics","A",92,"teacher_26","American History","F",57,"teacher_95","Auto-Cad","B",83,"teacher_59","Home Economics","A",91,"teacher_24","Drawing","B",80,"teacher_96","Theatre Craft","B",85,"teacher_39","Culinary Arts","B",84,"teacher_51","Auto Shop","B",85
"0","In-Person",992,"_992","Student",9,"academy_4","teacher_66",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"51.3%",18,"teacher_26","American History","A",90,"teacher_83","Run/Ski","D",66,"teacher_36","English 4","C",76,"teacher_45","Sculpting","A",92,"teacher_1","Statistics","C",75,"teacher_24","World History","C",77,"teacher_18","Painting","D",66,"teacher_30","Chemistry","D",69
"0","In-Person",993,"_993","Student",12,"academy_5","teacher_9",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"80%",13,"teacher_25","Physics","A",92,"teacher_36","English 4","C",74,"teacher_68","Algebra 1","B",87,"teacher_83","Run/Ski","B",83,"teacher_81","Metal Shop","B",83,"teacher_26","American History","A",90,"teacher_64","Geology","B",88,"teacher_45","Sculpting","B",86
"0","In-Person",994,"_994","Student",9,"academy_2","teacher_10",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"56.7%",7,"teacher_87","Calculus","C",79,"teacher_95","Auto-Cad","D",69,"teacher_39","Culinary Arts","A",97,"teacher_96","Theatre Craft","A",97,"teacher_24","World History","C",76,"teacher_59","Pre-Calc","D",63,"teacher_48","Algebra 2","F",6,"teacher_41","PE","A",95
"0","In-Person",995,"_995","Student",11,"academy_1","teacher_59",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"82.8%",13,"teacher_77","English 1","C",76,"teacher_18","Painting","A",97,"teacher_95","Auto-Cad","B",87,"teacher_1","Statistics","A",99,"teacher_47","Geometry","D",64,"teacher_26","American History","C",77,"teacher_45","Sculpting","A",98,"teacher_28","Weight lifting","C",76
"0","In-Person",996,"_996","Student",11,"academy_3","teacher_44",NA,"Monitoring","B",0,"email","parent",0,0,0,0,0,0,"99.1%",13,"teacher_63","English 3","A",91,"teacher_81","Programming","B",86,"teacher_47","Geometry","D",65,"teacher_59","Pre-Calc","A",99,"teacher_84","Economics","C",78,"teacher_26","American History","B",86,"teacher_15","Wood shop","D",61,"teacher_62","Speech","A",92
"0","In-Person",997,"_997","Student",9,"academy_3","teacher_73",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"84.8%",2,"teacher_81","Metal Shop","B",86,"teacher_59","Home Economics","A",91,"teacher_39","Culinary Arts","A",96,"teacher_77","English 1","A",90,"teacher_63","Sports","C",76,"teacher_87","Calculus","C",79,"teacher_81","Programming","A",94,"teacher_59","Pre-Calc","F",53
"0","In-Person",998,"_998","Student",10,"academy_3","teacher_61",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"90.4%",3,"teacher_24","Drawing","B",88,"teacher_84","Economics","A",93,"teacher_26","American History","C",76,"teacher_63","English 3","B",87,"teacher_41","PE","B",87,"teacher_51","Auto Shop","B",81,"teacher_30","Chemistry","F",47,"teacher_59","Pre-Calc","B",86
"0","In-Person",999,"_999","Student",9,"academy_5","teacher_91",NA,"Post Service","W",0,"email","parent",0,0,0,0,0,0,"91%",14,"teacher_31","Genetics","C",72,"teacher_24","World History","B",88,"teacher_64","Geology","B",82,"teacher_41","PE","F",41,"teacher_81","Programming","C",73,"teacher_47","Geometry","A",91,"teacher_26","American History","B",85,"teacher_59","Home Economics","C",73
"0","In-Person",1000,"_1000","Student",11,"academy_3","teacher_56",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"91.1%",8,"teacher_68","Algebra 1","D",61,"teacher_87","Calculus","B",81,"teacher_77","English 1","D",64,"teacher_24","World History","C",72,"teacher_25","Physics","A",91,"teacher_36","English 4","C",76,"teacher_31","Genetics","B",85,"teacher_47","Geometry","B",83
"0","In-Person",1001,"_1001","Student",10,"academy_6","teacher_74",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"85%",17,"teacher_87","Calculus","C",77,"teacher_78","Personal finance","A",91,"teacher_31","Genetics","C",76,"teacher_59","Home Economics","B",86,"teacher_41","PE","B",88,"teacher_28","Weight lifting","B",87,"teacher_24","World History","B",80,"teacher_96","Theatre Craft","B",85
"0","In-Person",1002,"_1002","Student",12,"academy_5","teacher_2","Yes","No Services","B",0,"email","parent",0,0,0,0,0,0,"71.1%",4,"teacher_81","Metal Shop","B",88,"teacher_24","Trigonometry","C",79,"teacher_87","Calculus","A",96,"teacher_41","PE","D",66,"teacher_84","Economics","B",80,"teacher_24","World History","A",93,"teacher_55","Environmental Science","A",93,"teacher_38","Forensics","A",95
"0","In-Person",1003,"_1003","Student",12,"academy_2","teacher_21",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"80.4%",7,"teacher_24","World History","A",96,"teacher_63","English 3","A",93,"teacher_83","Run/Ski","B",86,"teacher_84","Economics","F",41,"teacher_18","Painting","A",90,"teacher_45","Sculpting","F",51,"teacher_26","American History","F",20,"teacher_12","acting","A",91
"0","In-Person",1004,"_1004","Student",10,"academy_4","teacher_37",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"81%",15,"teacher_51","Auto Shop","A",92,"teacher_26","American History","C",76,"teacher_40","Biology","B",80,"teacher_55","Environmental Science","B",81,"teacher_84","Economics","B",88,"teacher_32","Geography","C",79,"teacher_63","English 3","F",50,"teacher_30","Chemistry","B",86
"0","In-Person",1005,"_1005","Student",12,"academy_3","teacher_21",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"94.9%",9,"teacher_62","Speech","A",97,"teacher_38","Forensics","B",80,"teacher_28","Weight lifting","B",86,"teacher_63","English 3","C",70,"teacher_24","Trigonometry","A",92,"teacher_45","Sculpting","C",73,"teacher_87","Calculus","F",53,"teacher_26","American History","A",95
"0","In-Person",1006,"_1006","Student",12,"academy_5","teacher_51",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"97.6%",16,"teacher_83","Run/Ski","D",64,"teacher_36","English 4","A",93,"teacher_15","Wood shop","B",81,"teacher_38","Forensics","B",84,"teacher_18","Painting","C",79,"teacher_81","Metal Shop","B",82,"teacher_87","Calculus","B",83,"teacher_79","Engineering","C",79
"0","In-Person",1007,"_1007","Student",9,"academy_5","teacher_85",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"87.9%",9,"teacher_32","Geography","B",85,"teacher_83","Run/Ski","C",72,"teacher_39","Culinary Arts","A",92,"teacher_47","Geometry","A",91,"teacher_63","Sports","A",98,"teacher_38","Forensics","B",86,"teacher_51","Auto Shop","A",94,"teacher_63","English 3","A",96
"0","In-Person",1008,"_1008","Student",9,"academy_5","teacher_17",NA,"Monitoring","H",0,"email","parent",0,0,0,0,0,0,"94%",20,"teacher_24","Drawing","F",57,"teacher_18","Painting","B",82,"teacher_87","Calculus","B",83,"teacher_62","Speech","B",85,"teacher_81","Metal Shop","C",76,"teacher_78","Personal finance","C",78,"teacher_1","Statistics","D",67,"teacher_68","Algebra 1","A",94
"0","In-Person",1009,"_1009","Student",9,"academy_3","teacher_19","Yes","No Services","M",0,"email","parent",0,0,0,0,0,0,"78.3%",7,"teacher_81","Metal Shop","A",93,"teacher_39","Culinary Arts","A",97,"teacher_24","World History","A",96,"teacher_64","Geology","F",25,"teacher_24","Trigonometry","F",54,"teacher_95","Auto-Cad","B",83,"teacher_18","Painting","D",64,"teacher_59","Pre-Calc","A",95
"0","In-Person",1010,"_1010","Student",11,"academy_4","teacher_44",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"89.4%",24,"teacher_24","Trigonometry","F",34,"teacher_87","Calculus","D",60,"teacher_78","Personal finance","A",97,"teacher_62","Speech","C",72,"teacher_47","Geometry","A",94,"teacher_41","PE","B",85,"teacher_77","English 1","D",65,"teacher_81","Metal Shop","B",88
"0","In-Person",1011,"_1011","Student",11,"academy_2","teacher_21","Yes","No Services","W",0,"email","parent",0,0,0,0,0,0,"97.6%",15,"teacher_22","English 2","B",85,"teacher_28","Weight lifting","B",89,"teacher_84","Economics","A",93,"teacher_63","Sports","D",64,"teacher_47","Geometry","C",74,"teacher_81","Metal Shop","C",75,"teacher_38","Forensics","B",81,"teacher_83","Run/Ski","A",93
"0","In-Person",1012,"_1012","Student",12,"academy_6","teacher_7",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"91.4%",8,"teacher_95","Auto-Cad","B",87,"teacher_41","PE","B",89,"teacher_47","Geometry","B",83,"teacher_22","English 2","A",100,"teacher_24","Trigonometry","B",80,"teacher_84","Economics","F",43,"teacher_77","English 1","C",76,"teacher_64","Geology","C",77
"0","In-Person",1013,"_1013","Student",10,"academy_5","teacher_72",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"96.8%",14,"teacher_38","Forensics","A",94,"teacher_63","Sports","C",76,"teacher_12","acting","F",42,"teacher_64","Geology","F",34,"teacher_59","Pre-Calc","A",91,"teacher_30","Chemistry","B",85,"teacher_24","Drawing","B",83,"teacher_40","Biology","C",73
"0","In-Person",1014,"_1014","Student",12,"academy_2","teacher_46",NA,"Monitoring","A",0,"email","parent",0,0,0,0,0,0,"75.5%",10,"teacher_78","Personal finance","B",85,"teacher_64","Geology","C",78,"teacher_63","English 3","A",91,"teacher_79","Engineering","D",67,"teacher_36","English 4","A",99,"teacher_12","acting","C",75,"teacher_15","Wood shop","B",84,"teacher_62","Speech","C",72
"0","In-Person",1015,"_1015","Student",10,"academy_6","teacher_65",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"86.9%",21,"teacher_45","Sculpting","D",66,"teacher_63","English 3","C",72,"teacher_96","Theatre Craft","C",77,"teacher_62","Speech","B",88,"teacher_25","Physics","B",88,"teacher_24","Trigonometry","F",52,"teacher_59","Home Economics","B",87,"teacher_84","Economics","C",73
"0","In-Person",1016,"_1016","Student",11,"academy_2","teacher_28",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"99.5%",24,"teacher_47","Geometry","C",74,"teacher_24","Trigonometry","A",90,"teacher_45","Sculpting","C",72,"teacher_95","Auto-Cad","A",98,"teacher_63","English 3","F",50,"teacher_78","Personal finance","D",67,"teacher_24","World History","D",66,"teacher_30","Chemistry","C",72
"0","In-Person",1017,"_1017","Student",9,"academy_5","teacher_40",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"94.4%",12,"teacher_32","Geography","B",80,"teacher_96","Theatre Craft","B",82,"teacher_18","Painting","C",70,"teacher_63","Sports","D",69,"teacher_95","Auto-Cad","A",95,"teacher_30","Chemistry","A",96,"teacher_39","Culinary Arts","F",49,"teacher_12","acting","C",78
"0","In-Person",1018,"_1018","Student",11,"academy_5","teacher_7",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"84.4%",4,"teacher_83","Run/Ski","A",93,"teacher_26","American History","A",91,"teacher_24","Trigonometry","B",80,"teacher_78","Personal finance","B",86,"teacher_68","Algebra 1","B",82,"teacher_40","Biology","B",82,"teacher_96","Theatre Craft","C",76,"teacher_28","Weight lifting","B",82
"0","In-Person",1019,"_1019","Student",9,"academy_1","teacher_34",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"72.4%",5,"teacher_63","English 3","A",95,"teacher_83","Run/Ski","C",71,"teacher_78","Personal finance","B",84,"teacher_40","Biology","B",88,"teacher_63","Sports","D",63,"teacher_81","Metal Shop","B",86,"teacher_28","Weight lifting","B",84,"teacher_38","Forensics","A",99
"0","In-Person",1020,"_1020","Student",12,"academy_6","teacher_41",NA,"Monitoring","B",0,"email","parent",0,0,0,0,0,0,"97.4%",17,"teacher_18","Painting","C",79,"teacher_79","Engineering","A",90,"teacher_62","Speech","D",68,"teacher_81","Metal Shop","A",94,"teacher_12","acting","C",71,"teacher_59","Pre-Calc","B",80,"teacher_83","Run/Ski","B",89,"teacher_55","Environmental Science","A",94
"0","In-Person",1021,"_1021","Student",9,"academy_4","teacher_35",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"97.4%",20,"teacher_25","Physics","C",78,"teacher_62","Speech","B",88,"teacher_38","Forensics","F",47,"teacher_36","English 4","C",78,"teacher_24","World History","C",74,"teacher_59","Home Economics","A",94,"teacher_81","Metal Shop","A",99,"teacher_40","Biology","B",87
"0","In-Person",1022,"_1022","Student",11,"academy_6","teacher_53",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"94.6%",22,"teacher_38","Forensics","B",89,"teacher_18","Painting","B",89,"teacher_47","Geometry","A",93,"teacher_15","Wood shop","A",91,"teacher_81","Metal Shop","B",84,"teacher_87","Calculus","C",79,"teacher_84","Economics","F",50,"teacher_41","PE","D",65
"0","In-Person",1023,"_1023","Student",11,"academy_5","teacher_2",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"96%",6,"teacher_36","English 4","F",54,"teacher_25","Physics","C",72,"teacher_26","American History","C",71,"teacher_59","Home Economics","A",99,"teacher_81","Programming","A",98,"teacher_51","Auto Shop","B",83,"teacher_62","Speech","C",74,"teacher_48","Algebra 2","A",94
"0","In-Person",1024,"_1024","Student",10,"academy_2","teacher_79",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"99.6%",7,"teacher_78","Personal finance","F",41,"teacher_24","Trigonometry","C",73,"teacher_63","English 3","A",94,"teacher_47","Geometry","B",86,"teacher_26","American History","F",54,"teacher_63","Sports","C",79,"teacher_32","Geography","B",87,"teacher_59","Home Economics","F",56
"0","In-Person",1025,"_1025","Student",11,"academy_4","teacher_64",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"92.3%",7,"teacher_18","Painting","B",84,"teacher_63","English 3","C",75,"teacher_32","Geography","B",80,"teacher_81","Metal Shop","C",70,"teacher_62","Speech","B",84,"teacher_51","Auto Shop","A",98,"teacher_31","Genetics","C",76,"teacher_24","World History","A",96
"0","In-Person",1026,"_1026","Student",9,"academy_4","teacher_38",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"70.9%",1,"teacher_31","Genetics","A",98,"teacher_83","Run/Ski","A",96,"teacher_12","acting","B",89,"teacher_64","Geology","A",96,"teacher_18","Painting","A",90,"teacher_48","Algebra 2","A",99,"teacher_63","Sports","B",87,"teacher_51","Auto Shop","B",86
"0","In-Person",1027,"_1027","Student",10,"academy_2","teacher_95",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"67%",2,"teacher_24","World History","B",80,"teacher_77","English 1","C",72,"teacher_39","Culinary Arts","D",69,"teacher_55","Environmental Science","F",50,"teacher_31","Genetics","B",84,"teacher_63","English 3","F",57,"teacher_47","Geometry","C",79,"teacher_38","Forensics","F",50
"0","In-Person",1028,"_1028","Student",9,"academy_6","teacher_57",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"18.5%",14,"teacher_24","Drawing","A",92,"teacher_41","PE","F",59,"teacher_36","English 4","D",62,"teacher_22","English 2","F",57,"teacher_38","Forensics","A",92,"teacher_63","English 3","B",88,"teacher_96","Theatre Craft","B",89,"teacher_15","Wood shop","A",92
"0","In-Person",1029,"_1029","Student",12,"academy_6","teacher_27",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"75.2%",4,"teacher_64","Geology","B",86,"teacher_15","Wood shop","A",91,"teacher_87","Calculus","A",99,"teacher_59","Pre-Calc","C",78,"teacher_55","Environmental Science","A",95,"teacher_30","Chemistry","A",91,"teacher_48","Algebra 2","B",84,"teacher_39","Culinary Arts","C",73
"0","In-Person",1030,"_1030","Student",10,"academy_2","teacher_11",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"90%",16,"teacher_22","English 2","A",92,"teacher_38","Forensics","A",92,"teacher_32","Geography","F",49,"teacher_15","Wood shop","C",77,"teacher_39","Culinary Arts","C",73,"teacher_41","PE","B",83,"teacher_68","Algebra 1","B",81,"teacher_62","Speech","B",86
"0","In-Person",1031,"_1031","Student",11,"academy_5","teacher_41",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"99.5%",16,"teacher_79","Engineering","C",71,"teacher_47","Geometry","B",88,"teacher_15","Wood shop","A",96,"teacher_38","Forensics","D",65,"teacher_32","Geography","A",98,"teacher_31","Genetics","A",95,"teacher_22","English 2","A",90,"teacher_48","Algebra 2","C",74
